32164625,11
6146,18
243335424257,12
5512243243536,13
22144426444,15
265756512,-12
65444437612,13
17516442226766,8
7343363417254,14
74746315233,15
5654767662,13
74642572132,15
51756773145177,-10
165746146225,-11
1562527227511,13
43745416472735,-13
42434653771434,9
1626434452343,13
6513243566177,12
43623536647361,11
35544262,12
33375546411,-12
427631264721,10
51615567,15
543772563551,14
27534134362633,10
7234472553,10
6126741462153,14
4737,18
7675456251,13
737534232264,-10
2615522,17
37416146447,-9
14254,18
24657443354,-9
421125247317,13
441672735,11
5416317226643,11
25545,18
716763353724,13
1242536267,-11
7311452532672,11
51322427,14
5276313436535,-12
47413665722,-11
13167624557,12
65225331,11
334275644,16
54622223337635,-12
7231776132635,-11
661613472611,-11
464652443565,-11
7336254227213,-9
1475174,17
614213513,-12
657251234112,10
72247,18
43214726,13
313341,17
3637124766,10
45713322723,15
4161457576,12
4752514115,14
6571456427113,11
1425525276343,14
22347273731,13
25144,18
32153635422,-9
4337377231257,-13
513432277262,14
76234731336425,11
523463127,16
76325166734314,-11
72244,18
25362556661,14
376645334561,12
34256765517435,12
6545423651,12
223331654,16
3574515645,15
4331773512476,-12
72122463145,10
74242117222573,-11
7313245,13
76727734653333,9
2231333175746,11
22523567532,10
557455364765,13
12447313567113,-13
475262114,-11
1425241,17
624261,17
3334574745,12
545355462,-12
7344247763144,11
735537451656,-13
6524141431,-13
13116246361136,10
6116442561763,14
624741213,-12
256613535637,9
45657176263,13
442317624273,-13
245541133241,13
33125264535526,-11
144476764,11
256646373,-10
614124,17
753626366367,11
24527634652517,-12
7714443114735,9
6114613746,12
127371462333,10
372364422621,9
375335,17
41166362123631,9
45675711324,-11
21114613653733,13
135441725732,12
635673616,11
373243162662,9
54662765362,15
333343,17
26551534743,13
31323347,13
4176221235771,10
76532215761655,-9
3115364713,13
575556156432,14
5544,18
72744157723432,-11
12462416526673,-12
3415552437652,13
762642,17
1664737326,-11
32161451752,11
473125476434,14
23644721411517,12
27164442432572,-12
72267122544677,-13
54516132144461,11
362236,17
6165621512444,10
712221454212,12
3561251232114,12
3224445327,15
73235641141,15
13475463423,15
22656563463,15
7615433736662,14
521244,17
2176656775,12
547561422235,13
746774466413,-13
63657527753723,-12
3643,18
542374177555,-9
32421655351546,-12
346247312,-12
35345615747415,-8
7227565724662,-10
16521753615552,8
113464152,12
7234616356741,12
55162243154111,12
47465542556114,11
3272634345157,13
46454432,13
3175372764,10
71424112261552,12
4151264723,12
2616527553214,14
457672175556,9
137324747,12
1416213444411,12
11376375724251,12
664724,17
1772143144624,13
326323127,11
625435133,16
7172513311461,9
3512734615664,13
6141,18
77673623653252,13
274547166,-12
16777772566554,13
427132473723,11
1177544326645,-13
4255,18
766124556711,10
26641,18
37551513,16
7532172141363,-11
32156676773417,-11
54243616127,15
7162112332,15
4155,18
4252362234,11
3435664531267,-11
75275774455736,13
1155422444,15
3357,18
5446244416,12
74322554243647,13
7214747762562,12
433267713625,14
253473155,12
564347,13
6624277635652,12
14754,18
24764621537462,13
63236747534616,-11
76433127114,-10
154756,12
57716636322465,13
44572163553,13
14431611533234,12
246335317214,12
1312453741665,-11
6644656355542,14
151611266,16
614175723132,-11
55614652233,-12
2272575333,12
774436,17
7413637,12
65612256572237,10
4551167743,12
